Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),gFx,gFy,gFz,gFTotal,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),Activity
3.17E-01,2.13E+00,9.53E+00,9.77E+00,-0.004,-0.208,-0.966,0.988,2.75E-02,1.68E-02,9.05E-03,3.35E-02,standing
3.35E-01,2.16E+00,9.54E+00,9.78E+00,-0.001,-0.21,-0.97,0.992,1.81E-02,1.23E-02,1.32E-02,2.56E-02,standing
3.22E-01,2.14E+00,9.53E+00,9.77E+00,-0.004,-0.209,-0.97,0.992,5.98E-03,-3.05E-03,1.44E-02,1.59E-02,standing
3.06E-01,2.13E+00,9.47E+00,9.72E+00,-0.001,-0.206,-0.971,0.992,-4.38E-03,-1.54E-02,1.25E-02,2.04E-02,standing
2.95E-01,2.13E+00,9.37E+00,9.61E+00,0.003,-0.204,-0.97,0.992,-1.01E-02,-2.30E-02,5.51E-03,2.57E-02,standing
2.63E-01,2.10E+00,9.32E+00,9.55E+00,0.002,-0.204,-0.97,0.992,-1.58E-02,-2.76E-02,4.97E-03,3.22E-02,standing
2.68E-01,2.09E+00,9.35E+00,9.59E+00,0.001,-0.203,-0.973,0.994,-5.56E-03,-2.56E-02,-1.54E-03,2.62E-02,standing
2.35E-01,2.08E+00,9.43E+00,9.66E+00,-0.001,-0.202,-0.977,0.998,6.30E-03,-1.66E-02,-9.83E-03,2.03E-02,standing
2.24E-01,2.04E+00,9.50E+00,9.72E+00,-0.002,-0.201,-0.986,1.007,1.20E-02,-7.49E-03,-1.39E-02,1.98E-02,standing
2.47E-01,2.03E+00,9.55E+00,9.77E+00,-0.004,-0.195,-0.993,1.012,1.40E-02,2.38E-03,-1.24E-02,1.89E-02,standing
2.45E-01,2.05E+00,9.55E+00,9.77E+00,-0.003,-0.192,-0.992,1.011,1.05E-02,7.82E-03,-9.77E-03,1.64E-02,standing
2.04E-01,2.07E+00,9.53E+00,9.75E+00,0.001,-0.188,-0.989,1.007,7.38E-03,8.56E-03,-2.13E-03,1.15E-02,standing
1.83E-01,2.09E+00,9.52E+00,9.74E+00,0.005,-0.189,-0.985,1.003,6.38E-03,7.33E-03,5.88E-03,1.14E-02,standing
1.91E-01,2.09E+00,9.51E+00,9.73E+00,0.008,-0.194,-0.978,0.997,3.95E-03,5.39E-04,1.08E-02,1.15E-02,standing
1.97E-01,2.09E+00,9.54E+00,9.77E+00,0.005,-0.2,-0.97,0.991,2.24E-03,-2.54E-03,1.23E-02,1.27E-02,standing
2.28E-01,2.09E+00,9.57E+00,9.80E+00,0.001,-0.205,-0.968,0.99,9.21E-04,-5.33E-03,1.63E-02,1.72E-02,standing
2.58E-01,2.09E+00,9.61E+00,9.84E+00,-0.006,-0.206,-0.974,0.995,6.00E-03,-5.58E-03,1.10E-02,1.37E-02,standing
2.32E-01,2.10E+00,9.67E+00,9.90E+00,-0.01,-0.204,-0.98,1.001,7.23E-03,-1.22E-03,3.55E-03,8.15E-03,standing
2.26E-01,2.11E+00,9.70E+00,9.93E+00,-0.011,-0.2,-0.986,1.006,5.76E-03,1.05E-03,3.07E-03,6.61E-03,standing
2.26E-01,2.09E+00,9.67E+00,9.90E+00,-0.011,-0.194,-0.99,1.009,2.72E-03,-2.08E-03,-3.73E-03,5.06E-03,standing
2.02E-01,2.09E+00,9.60E+00,9.83E+00,-0.008,-0.19,-0.982,1,-3.90E-03,2.50E-04,-8.07E-03,8.97E-03,standing
-1.79E-01,7.66E+00,3.71E+00,8.51E+00,0.155,0.083,-1.037,1.052,-3.78E-01,-5.94E-01,3.06E-01,7.68E-01,walking
-6.08E-01,7.82E+00,3.80E+00,8.71E+00,0.158,0.072,-1.032,1.046,-4.17E-01,-8.28E-01,3.02E-02,9.27E-01,walking
-8.01E-01,8.08E+00,4.10E+00,9.09E+00,0.134,0.052,-1.044,1.054,-3.23E-01,-8.62E-01,-1.64E-01,9.35E-01,walking
-8.58E-01,8.34E+00,4.46E+00,9.50E+00,0.093,0.023,-1.062,1.066,-1.15E-01,-7.72E-01,-2.71E-01,8.26E-01,walking
-6.80E-01,8.56E+00,4.75E+00,9.81E+00,0.045,-0.014,-1.063,1.064,1.60E-01,-6.05E-01,-2.75E-01,6.84E-01,walking
-3.11E-01,8.71E+00,4.85E+00,9.97E+00,0.001,-0.051,-1.043,1.044,4.67E-01,-4.00E-01,-1.71E-01,6.38E-01,walking
6.63E-02,8.80E+00,5.02E+00,1.01E+01,-0.033,-0.089,-1.005,1.009,7.60E-01,-2.00E-01,2.40E-02,7.86E-01,walking
5.28E-01,8.88E+00,5.20E+00,1.03E+01,-0.055,-0.123,-0.953,0.963,1.00E+00,-4.60E-02,2.74E-01,1.04E+00,walking
1.03E+00,8.95E+00,5.19E+00,1.04E+01,-0.07,-0.152,-0.896,0.912,1.16E+00,4.46E-02,5.52E-01,1.29E+00,walking
1.36E+00,9.07E+00,5.00E+00,1.04E+01,-0.081,-0.177,-0.843,0.865,1.22E+00,5.45E-02,8.16E-01,1.47E+00,walking
1.65E+00,9.20E+00,4.62E+00,1.04E+01,-0.083,-0.196,-0.797,0.825,1.18E+00,-1.27E-02,1.06E+00,1.59E+00,walking
1.78E+00,9.21E+00,4.11E+00,1.02E+01,-0.072,-0.214,-0.764,0.797,1.07E+00,-9.01E-02,1.26E+00,1.65E+00,walking
1.69E+00,9.10E+00,3.59E+00,9.93E+00,-0.053,-0.227,-0.75,0.785,9.19E-01,-1.38E-01,1.39E+00,1.68E+00,walking
1.39E+00,8.92E+00,3.23E+00,9.59E+00,-0.025,-0.237,-0.754,0.791,7.59E-01,-1.30E-01,1.45E+00,1.64E+00,walking
1.01E+00,8.71E+00,3.13E+00,9.31E+00,0.006,-0.238,-0.776,0.812,6.15E-01,-5.07E-02,1.43E+00,1.56E+00,walking
5.71E-01,8.49E+00,3.28E+00,9.12E+00,0.03,-0.226,-0.807,0.838,4.96E-01,6.75E-02,1.37E+00,1.46E+00,walking
1.44E-01,8.25E+00,3.49E+00,8.96E+00,0.04,-0.201,-0.838,0.863,4.02E-01,1.95E-01,1.29E+00,1.36E+00,walking
-1.33E-01,8.01E+00,3.63E+00,8.80E+00,0.046,-0.177,-0.87,0.889,3.42E-01,3.12E-01,1.22E+00,1.31E+00,walking
-3.47E-01,7.88E+00,3.63E+00,8.68E+00,0.056,-0.158,-0.897,0.913,3.00E-01,4.10E-01,1.16E+00,1.27E+00,walking
-3.51E-01,7.78E+00,3.47E+00,8.53E+00,0.064,-0.144,-0.919,0.932,2.61E-01,4.65E-01,1.11E+00,1.23E+00,walking
-2.44E-01,7.83E+00,3.24E+00,8.48E+00,0.067,-0.139,-0.929,0.942,2.18E-01,4.59E-01,1.04E+00,1.16E+00,walking
-7.74E-02,7.99E+00,3.07E+00,8.56E+00,0.069,-0.14,-0.937,0.95,1.73E-01,3.96E-01,9.81E-01,1.07E+00,walking
1.36E-01,8.18E+00,3.00E+00,8.71E+00,0.062,-0.144,-0.944,0.957,1.30E-01,3.11E-01,9.29E-01,9.88E-01,walking
3.44E-01,8.34E+00,2.92E+00,8.84E+00,0.05,-0.152,-0.946,0.959,1.06E-01,2.15E-01,8.79E-01,9.11E-01,walking
5.44E-01,8.44E+00,2.98E+00,8.97E+00,0.038,-0.163,-0.943,0.957,8.60E-02,9.96E-02,8.25E-01,8.35E-01,walking
6.36E-01,8.62E+00,3.24E+00,9.23E+00,0.03,-0.173,-0.937,0.953,7.34E-02,-2.03E-02,7.52E-01,7.56E-01,walking
7.24E-01,8.71E+00,3.48E+00,9.41E+00,0.026,-0.191,-0.937,0.956,5.48E-02,-1.31E-01,6.58E-01,6.73E-01,walking
8.07E-01,8.82E+00,3.69E+00,9.60E+00,0.023,-0.212,-0.943,0.967,3.76E-02,-2.18E-01,5.51E-01,5.94E-01,walking
6.80E-01,8.90E+00,3.79E+00,9.70E+00,0.017,-0.229,-0.954,0.982,2.32E-02,-2.74E-01,4.37E-01,5.17E-01,walking
4.02E-01,8.85E+00,3.81E+00,9.64E+00,0.011,-0.244,-0.968,0.998,4.21E-03,-3.18E-01,3.25E-01,4.55E-01,walking
8.04E-02,8.73E+00,3.72E+00,9.49E+00,0.007,-0.256,-0.985,1.018,-2.33E-02,-3.39E-01,1.99E-01,3.93E-01,walking
-1.31E-01,8.62E+00,3.48E+00,9.30E+00,0.008,-0.267,-1,1.035,-5.93E-02,-3.30E-01,6.17E-02,3.41E-01,walking
-3.34E-01,8.69E+00,3.30E+00,9.30E+00,0.009,-0.276,-1.018,1.055,-1.01E-01,-3.02E-01,-7.90E-02,3.28E-01,walking
-3.98E-01,8.89E+00,3.28E+00,9.49E+00,0.007,-0.285,-1.034,1.073,-1.45E-01,-2.62E-01,-1.95E-01,3.57E-01,walking
-4.37E-01,9.24E+00,3.33E+00,9.83E+00,0.012,-0.294,-1.048,1.089,-1.85E-01,-1.77E-01,-2.61E-01,3.66E-01,walking
-4.79E-01,9.55E+00,3.29E+00,1.01E+01,0.018,-0.299,-1.066,1.107,-2.19E-01,-7.07E-02,-2.77E-01,3.61E-01,walking
-5.99E-01,9.85E+00,3.22E+00,1.04E+01,0.026,-0.306,-1.087,1.129,-2.51E-01,1.84E-02,-2.51E-01,3.55E-01,walking
-7.24E-01,1.01E+01,3.16E+00,1.06E+01,0.026,-0.304,-1.109,1.15,-2.80E-01,6.50E-02,-2.03E-01,3.52E-01,walking
-7.76E-01,1.02E+01,3.09E+00,1.06E+01,0.023,-0.297,-1.129,1.168,-3.08E-01,7.03E-02,-1.54E-01,3.52E-01,walking
-8.07E-01,1.02E+01,3.03E+00,1.07E+01,0.014,-0.284,-1.153,1.187,-3.23E-01,4.51E-02,-1.19E-01,3.47E-01,walking
-7.30E-01,1.03E+01,2.96E+00,1.07E+01,-0.002,-0.262,-1.176,1.204,-3.27E-01,-1.91E-02,-9.95E-02,3.42E-01,walking
-5.52E-01,4.92E+00,7.41E+00,8.92E+00,0.44,-0.239,-0.455,0.677,-7.13E-02,-2.46E-01,-9.51E-01,9.85E-01,running
-4.19E-02,4.52E+00,7.35E+00,8.63E+00,0.456,-0.275,-0.504,0.734,-2.15E-02,-2.28E-02,-8.99E-01,8.99E-01,running
2.51E-01,3.99E+00,7.41E+00,8.42E+00,0.531,-0.334,-0.495,0.799,1.57E-02,3.17E-01,-8.41E-01,8.98E-01,running
4.06E-01,3.40E+00,7.42E+00,8.17E+00,0.594,-0.287,-0.293,0.722,5.22E-02,6.15E-01,-7.26E-01,9.53E-01,running
5.91E-01,2.79E+00,7.29E+00,7.83E+00,0.616,-0.252,-0.188,0.691,1.84E-01,8.07E-01,-5.77E-01,1.01E+00,running
6.77E-01,2.51E+00,6.95E+00,7.41E+00,0.626,-0.216,-0.127,0.675,3.65E-01,8.49E-01,-4.10E-01,1.01E+00,running
1.13E+00,2.52E+00,6.18E+00,6.77E+00,0.557,-0.163,-0.135,0.596,5.09E-01,7.84E-01,-2.39E-01,9.65E-01,running
1.82E+00,2.89E+00,5.16E+00,6.19E+00,0.449,-0.092,-0.169,0.488,6.63E-01,7.31E-01,-4.77E-02,9.88E-01,running
2.31E+00,3.53E+00,4.18E+00,5.94E+00,0.377,-0.062,-0.305,0.489,8.25E-01,8.56E-01,1.11E-01,1.19E+00,running
2.12E+00,3.28E+00,2.50E+00,4.63E+00,0.394,-0.126,-0.572,0.706,9.70E-01,1.08E+00,2.14E-01,1.47E+00,running
9.43E-01,2.85E+00,1.47E+00,3.35E+00,0.49,-0.43,-0.961,1.161,1.08E+00,1.37E+00,2.55E-01,1.76E+00,running
2.26E-01,2.09E+00,2.89E+00,3.57E+00,0.762,-0.95,-1.26,1.752,1.12E+00,1.65E+00,2.56E-01,2.01E+00,running
3.70E-01,2.12E+00,3.34E+00,3.97E+00,0.89,-1.384,-1.311,2.104,1.04E+00,1.72E+00,4.82E-01,2.07E+00,running
6.61E-01,2.27E+00,3.47E+00,4.20E+00,0.622,-1.42,-1.363,2.065,1.11E+00,1.65E+00,9.78E-01,2.22E+00,running
1.30E+00,2.81E+00,3.47E+00,4.66E+00,-0.031,-1.079,-1.564,1.9,1.31E+00,1.57E+00,1.52E+00,2.55E+00,running
1.76E+00,3.55E+00,2.52E+00,4.70E+00,-0.585,-0.689,-2.412,2.576,1.45E+00,1.42E+00,1.89E+00,2.78E+00,running
1.19E+00,3.94E+00,1.39E+00,4.35E+00,-0.899,-0.282,-3.299,3.431,1.54E+00,1.37E+00,1.96E+00,2.84E+00,running
8.57E-01,3.53E+00,2.84E+00,4.61E+00,-0.846,0.14,-3.739,3.836,1.67E+00,1.54E+00,1.81E+00,2.90E+00,running
2.14E+00,1.85E+00,9.46E+00,9.88E+00,-0.561,0.386,-3.55,3.615,1.82E+00,1.73E+00,1.66E+00,3.01E+00,running
2.19E+00,1.94E+00,9.29E+00,9.74E+00,-0.207,0.38,-3.01,3.041,1.95E+00,1.91E+00,1.71E+00,3.22E+00,running
2.46E+00,2.26E+00,8.65E+00,9.27E+00,0.08,0.262,-2.33,2.346,1.92E+00,1.90E+00,1.92E+00,3.32E+00,running
2.71E+00,2.93E+00,8.23E+00,9.15E+00,0.181,0.108,-1.717,1.73,1.84E+00,1.87E+00,2.16E+00,3.40E+00,running
3.11E+00,3.28E+00,7.79E+00,9.01E+00,0.118,-0.057,-1.228,1.235,1.64E+00,1.87E+00,2.21E+00,3.33E+00,running
3.06E+00,3.35E+00,7.36E+00,8.65E+00,-0.016,-0.183,-0.875,0.894,1.27E+00,1.85E+00,2.06E+00,3.05E+00,running
2.91E+00,2.82E+00,7.00E+00,8.09E+00,-0.114,-0.225,-0.615,0.664,8.33E-01,1.87E+00,1.84E+00,2.75E+00,running
2.83E+00,2.14E+00,7.06E+00,7.90E+00,-0.134,-0.194,-0.453,0.511,4.72E-01,1.80E+00,1.65E+00,2.49E+00,running
2.36E+00,1.94E+00,7.66E+00,8.24E+00,-0.1,-0.123,-0.429,0.457,3.35E-01,1.66E+00,1.49E+00,2.26E+00,running
1.32E+00,2.37E+00,7.17E+00,7.67E+00,-0.066,-0.06,-0.492,0.5,2.40E-01,1.42E+00,1.20E+00,1.88E+00,running
3.35E-01,3.37E+00,6.06E+00,6.94E+00,-0.059,-0.006,-0.566,0.569,3.68E-02,1.07E+00,8.19E-01,1.35E+00,running
4.78E-02,4.47E+00,5.88E+00,7.39E+00,-0.071,0.027,-0.582,0.587,-2.63E-01,7.14E-01,3.84E-01,8.52E-01,running
2.42E-01,5.44E+00,6.41E+00,8.41E+00,-0.081,0.042,-0.539,0.546,-6.09E-01,4.49E-01,-9.56E-03,7.56E-01,running
1.19E-01,6.53E+00,6.59E+00,9.28E+00,-0.101,0.038,-0.462,0.475,3.26E-01,1.10E+00,-8.34E-01,1.42E+00,running
7.44E-02,7.11E+00,6.75E+00,9.80E+00,-0.136,0.023,-0.379,0.403,7.56E-01,9.50E-01,-7.13E-01,1.41E+00,running
5.36E-02,7.12E+00,7.65E+00,1.05E+01,-0.169,0.005,-0.303,0.347,1.13E+00,7.72E-01,-6.79E-01,1.53E+00,running
-2.36E-01,7.05E+00,8.35E+00,1.09E+01,-0.194,-0.017,-0.237,0.307,1.44E+00,8.03E-01,-6.00E-01,1.76E+00,running
-6.07E-01,7.03E+00,8.44E+00,1.10E+01,-0.202,-0.039,-0.184,0.276,1.62E+00,1.13E+00,-3.99E-01,2.02E+00,running
-9.64E-01,7.04E+00,8.64E+00,1.12E+01,-0.196,-0.054,-0.129,0.24,1.62E+00,1.60E+00,-6.83E-02,2.28E+00,running
3.60E-01,2.13E+00,9.55E+00,9.79E+00,0.002,-0.192,-0.989,1.008,5.29E-03,6.36E-04,-2.40E-03,5.84E-03,standing
3.50E-01,2.16E+00,9.58E+00,9.83E+00,0.002,-0.194,-0.99,1.008,7.34E-03,7.75E-04,2.29E-03,7.73E-03,standing
3.22E-01,2.17E+00,9.58E+00,9.82E+00,0.002,-0.195,-0.991,1.01,6.71E-03,-2.18E-03,5.15E-03,8.73E-03,standing
3.32E-01,2.15E+00,9.51E+00,9.75E+00,0.005,-0.194,-0.99,1.009,6.81E-03,1.56E-04,7.10E-03,9.83E-03,standing
3.28E-01,2.12E+00,9.47E+00,9.71E+00,0.004,-0.195,-0.99,1.009,5.12E-03,3.43E-03,4.59E-03,7.68E-03,standing
3.01E-01,2.11E+00,9.48E+00,9.71E+00,0.004,-0.193,-0.986,1.005,6.96E-03,4.85E-03,6.35E-04,8.51E-03,standing
2.83E-01,2.10E+00,9.51E+00,9.74E+00,0.005,-0.194,-0.981,1,1.25E-02,1.36E-02,6.29E-03,1.95E-02,standing
3.13E-01,2.09E+00,9.57E+00,9.80E+00,0.006,-0.194,-0.974,0.993,6.87E-03,1.18E-02,-1.41E-03,1.37E-02,standing
3.06E-01,2.08E+00,9.67E+00,9.89E+00,0.009,-0.193,-0.966,0.985,8.47E-03,8.49E-03,-2.59E-03,1.23E-02,standing
3.19E-01,2.05E+00,9.70E+00,9.92E+00,0.011,-0.195,-0.966,0.985,1.45E-02,4.93E-03,7.93E-03,1.72E-02,standing
2.94E-01,2.04E+00,9.69E+00,9.90E+00,0.012,-0.196,-0.968,0.988,1.95E-02,-1.97E-03,9.56E-03,2.18E-02,standing
2.70E-01,2.05E+00,9.61E+00,9.83E+00,0.01,-0.195,-0.971,0.99,1.47E-02,-1.20E-02,9.97E-03,2.14E-02,standing
2.32E-01,2.04E+00,9.49E+00,9.71E+00,0.012,-0.196,-0.971,0.991,1.12E-02,-7.74E-03,9.78E-03,1.68E-02,standing
2.04E-01,2.10E+00,9.39E+00,9.62E+00,0.009,-0.197,-0.97,0.99,9.83E-04,-1.19E-02,1.09E-02,1.62E-02,standing
1.89E-01,2.17E+00,9.35E+00,9.61E+00,0.01,-0.197,-0.97,0.99,-2.26E-03,-3.56E-03,2.90E-03,5.12E-03,standing
2.43E-01,2.22E+00,9.39E+00,9.65E+00,0.009,-0.198,-0.972,0.991,-4.55E-03,5.01E-03,2.98E-03,7.40E-03,standing
3.74E-01,2.22E+00,9.50E+00,9.76E+00,0.007,-0.198,-0.973,0.993,-5.50E-03,4.75E-03,-6.25E-04,7.29E-03,standing
3.88E-01,2.23E+00,9.63E+00,9.90E+00,0.004,-0.194,-0.973,0.992,4.99E-03,2.35E-03,-1.06E-03,5.61E-03,standing
3.84E-01,2.17E+00,9.73E+00,9.98E+00,0.003,-0.196,-0.974,0.994,7.85E-03,5.43E-05,-4.84E-03,9.23E-03,standing
3.75E-01,2.10E+00,9.78E+00,1.00E+01,0.004,-0.195,-0.975,0.995,9.62E-03,-1.28E-03,-4.60E-04,9.72E-03,standing
3.32E-01,2.05E+00,9.75E+00,9.97E+00,0.006,-0.197,-0.978,0.998,1.32E-02,-2.77E-03,2.17E-03,1.37E-02,standing
2.29E-01,2.02E+00,9.70E+00,9.91E+00,0.006,-0.198,-0.979,0.999,4.89E-03,-1.91E-03,1.89E-03,5.58E-03,standing
1.65E-01,2.01E+00,9.65E+00,9.86E+00,0.008,-0.197,-0.977,0.997,2.26E-03,-4.35E-03,1.85E-03,5.23E-03,standing
1.70E-01,2.03E+00,9.61E+00,9.82E+00,0.007,-0.194,-0.973,0.992,-4.16E-03,9.22E-04,1.32E-03,4.46E-03,standing
2.29E-01,2.05E+00,9.58E+00,9.80E+00,0.005,-0.192,-0.974,0.993,-9.87E-03,3.46E-03,1.54E-04,1.05E-02,standing
2.75E-01,2.10E+00,9.58E+00,9.81E+00,0.002,-0.189,-0.974,0.992,-1.12E-02,7.81E-04,-1.48E-03,1.13E-02,standing
3.25E-01,2.15E+00,9.56E+00,9.80E+00,0.009,-0.187,-0.976,0.994,-1.37E-02,-7.81E-03,-2.50E-03,1.60E-02,standing
3.64E-01,2.15E+00,9.54E+00,9.79E+00,0.009,-0.19,-0.979,0.998,-1.34E-02,-1.38E-02,-3.52E-03,1.96E-02,standing
3.74E-01,2.19E+00,9.55E+00,9.81E+00,0.005,-0.197,-0.981,1.001,-1.07E-02,-1.87E-02,-2.25E-03,2.16E-02,standing
3.62E-01,2.19E+00,9.55E+00,9.81E+00,0.003,-0.206,-0.978,0.999,-6.90E-03,-1.96E-02,-2.20E-03,2.09E-02,standing
3.16E-01,2.20E+00,9.50E+00,9.76E+00,-0.001,-0.214,-0.971,0.994,-4.27E-04,-9.35E-03,-4.29E-03,1.03E-02,standing
2.90E-01,2.19E+00,9.42E+00,9.68E+00,-0.006,-0.215,-0.967,0.991,5.28E-03,4.63E-03,-3.20E-03,7.72E-03,standing
2.54E-01,2.16E+00,9.34E+00,9.59E+00,-0.01,-0.212,-0.969,0.992,7.02E-03,1.89E-02,-6.15E-03,2.11E-02,standing
2.36E-01,2.13E+00,9.29E+00,9.53E+00,-0.01,-0.206,-0.975,0.997,8.73E-03,2.73E-02,5.16E-04,2.87E-02,standing
2.02E-01,2.12E+00,9.36E+00,9.60E+00,-0.004,-0.198,-0.986,1.005,1.38E-02,2.76E-02,2.51E-03,3.09E-02,standing
2.79E-01,2.06E+00,9.40E+00,9.62E+00,0.004,-0.188,-0.997,1.015,1.61E-02,2.07E-02,6.44E-03,2.71E-02,standing
3.14E-01,2.06E+00,9.44E+00,9.67E+00,0.007,-0.185,-1.003,1.02,1.54E-02,1.26E-03,1.10E-02,1.89E-02,standing
2.32E-01,2.12E+00,9.54E+00,9.77E+00,0.008,-0.182,-1.003,1.02,7.59E-03,-1.41E-02,1.04E-02,1.91E-02,standing
2.51E-01,2.12E+00,9.59E+00,9.83E+00,0.007,-0.183,-0.999,1.016,-2.23E-03,-2.58E-02,1.11E-02,2.81E-02,standing
3.01E-01,2.11E+00,9.63E+00,9.87E+00,0.004,-0.189,-0.989,1.007,-1.60E-02,-2.90E-02,5.59E-03,3.36E-02,standing
3.21E-01,2.14E+00,9.64E+00,9.88E+00,-0.002,-0.197,-0.98,1,-2.04E-02,-2.34E-02,-2.19E-03,3.11E-02,standing
-4.35E-01,1.08E+01,9.05E-01,1.08E+01,0.231,-0.097,-0.631,0.679,-8.92E-01,2.66E-01,-8.63E-01,1.27E+00,walking
1.47E-01,1.11E+01,2.45E+00,1.14E+01,0.215,-0.127,-0.626,0.674,-7.13E-01,3.56E-01,-8.34E-01,1.15E+00,walking
8.08E-01,1.12E+01,4.64E+00,1.21E+01,0.188,-0.152,-0.647,0.691,-4.85E-01,3.45E-01,-7.49E-01,9.57E-01,walking
1.33E+00,1.09E+01,6.63E+00,1.28E+01,0.151,-0.168,-0.687,0.724,-2.38E-01,2.73E-01,-6.28E-01,7.25E-01,walking
1.66E+00,1.02E+01,7.77E+00,1.29E+01,0.103,-0.17,-0.745,0.771,1.95E-02,1.75E-01,-4.81E-01,5.12E-01,walking
1.53E+00,9.24E+00,7.70E+00,1.21E+01,0.061,-0.162,-0.813,0.832,2.52E-01,4.81E-02,-3.31E-01,4.19E-01,walking
1.10E+00,8.43E+00,6.56E+00,1.07E+01,0.025,-0.145,-0.877,0.889,4.50E-01,-7.78E-02,-1.78E-01,4.90E-01,walking
7.02E-01,7.94E+00,5.04E+00,9.43E+00,-0.01,-0.122,-0.942,0.949,5.96E-01,-1.90E-01,-3.54E-02,6.27E-01,walking
5.17E-01,7.89E+00,3.95E+00,8.84E+00,-0.033,-0.102,-0.996,1.002,6.81E-01,-2.79E-01,8.89E-02,7.41E-01,walking
4.11E-01,7.95E+00,3.49E+00,8.69E+00,-0.039,-0.081,-1.036,1.039,7.14E-01,-3.08E-01,1.83E-01,7.99E-01,walking
2.33E-01,8.02E+00,3.39E+00,8.71E+00,-0.023,-0.059,-1.054,1.056,7.07E-01,-2.79E-01,2.36E-01,7.96E-01,walking
3.07E-02,7.99E+00,3.34E+00,8.66E+00,0.013,-0.041,-1.048,1.049,6.76E-01,-1.93E-01,2.41E-01,7.43E-01,walking
-1.25E-01,7.84E+00,3.26E+00,8.49E+00,0.058,-0.03,-1.021,1.023,6.16E-01,-8.08E-02,1.95E-01,6.51E-01,walking
-8.16E-02,7.68E+00,3.18E+00,8.31E+00,0.102,-0.029,-0.974,0.98,5.27E-01,5.07E-02,1.08E-01,5.40E-01,walking
1.46E-01,7.66E+00,3.04E+00,8.24E+00,0.127,-0.031,-0.918,0.927,4.24E-01,1.62E-01,-1.69E-03,4.54E-01,walking
5.18E-01,7.77E+00,2.96E+00,8.33E+00,0.131,-0.044,-0.865,0.876,3.09E-01,2.52E-01,-1.04E-01,4.12E-01,walking
9.59E-01,8.07E+00,2.98E+00,8.66E+00,0.13,-0.069,-0.818,0.831,1.99E-01,2.99E-01,-1.85E-01,4.04E-01,walking
1.40E+00,8.45E+00,3.01E+00,9.08E+00,0.114,-0.094,-0.781,0.795,9.79E-02,3.04E-01,-2.37E-01,3.98E-01,walking
1.76E+00,8.86E+00,3.02E+00,9.52E+00,0.083,-0.124,-0.758,0.772,2.21E-02,2.83E-01,-2.67E-01,3.90E-01,walking
2.04E+00,9.19E+00,3.01E+00,9.88E+00,0.048,-0.154,-0.744,0.761,-2.29E-02,2.41E-01,-2.79E-01,3.69E-01,walking
2.10E+00,9.38E+00,2.95E+00,1.01E+01,0.014,-0.183,-0.738,0.76,-3.45E-02,2.01E-01,-2.73E-01,3.41E-01,walking
1.91E+00,9.35E+00,2.81E+00,9.95E+00,-0.011,-0.21,-0.733,0.763,-8.78E-03,1.64E-01,-2.50E-01,2.99E-01,walking
1.58E+00,9.24E+00,2.69E+00,9.75E+00,-0.029,-0.228,-0.726,0.762,4.46E-02,1.29E-01,-2.13E-01,2.53E-01,walking
1.27E+00,9.02E+00,2.72E+00,9.51E+00,-0.037,-0.246,-0.724,0.765,1.08E-01,9.63E-02,-1.71E-01,2.24E-01,walking
9.27E-01,8.83E+00,2.81E+00,9.31E+00,-0.04,-0.262,-0.726,0.773,1.76E-01,7.86E-02,-1.44E-01,2.40E-01,walking
5.74E-01,8.72E+00,2.96E+00,9.23E+00,-0.033,-0.275,-0.734,0.785,2.38E-01,8.75E-02,-1.27E-01,2.84E-01,walking
3.14E-01,8.64E+00,3.08E+00,9.18E+00,-0.019,-0.283,-0.748,0.8,2.90E-01,1.02E-01,-1.16E-01,3.29E-01,walking
1.37E-01,8.58E+00,3.14E+00,9.13E+00,-0.001,-0.29,-0.773,0.825,3.27E-01,1.29E-01,-9.84E-02,3.65E-01,walking
6.83E-02,8.56E+00,3.11E+00,9.11E+00,0.015,-0.291,-0.801,0.852,3.52E-01,1.78E-01,-8.73E-02,4.03E-01,walking
5.84E-02,8.57E+00,3.06E+00,9.09E+00,0.035,-0.279,-0.826,0.873,3.47E-01,2.17E-01,-9.28E-02,4.20E-01,walking
1.05E-01,8.60E+00,3.09E+00,9.14E+00,0.053,-0.262,-0.846,0.887,3.10E-01,2.52E-01,-1.13E-01,4.15E-01,walking
2.70E-01,8.67E+00,3.18E+00,9.23E+00,0.07,-0.247,-0.869,0.906,2.48E-01,2.75E-01,-1.48E-01,3.99E-01,walking
4.94E-01,8.72E+00,3.10E+00,9.27E+00,0.087,-0.237,-0.899,0.934,1.71E-01,2.84E-01,-1.79E-01,3.77E-01,walking
6.10E-01,8.75E+00,2.84E+00,9.22E+00,0.102,-0.235,-0.941,0.975,9.53E-02,2.73E-01,-1.89E-01,3.45E-01,walking
6.89E-01,8.80E+00,2.62E+00,9.21E+00,0.104,-0.235,-1.003,1.036,3.31E-02,2.32E-01,-1.78E-01,2.94E-01,walking
7.38E-01,8.85E+00,2.48E+00,9.22E+00,0.078,-0.23,-1.086,1.113,-1.30E-02,1.80E-01,-1.54E-01,2.37E-01,walking
6.40E-01,8.83E+00,2.43E+00,9.18E+00,0.036,-0.216,-1.165,1.185,-3.56E-02,1.32E-01,-1.23E-01,1.85E-01,walking
